,TREE_NUMBER,DESCRIPTOR
11439,C06.552.970,Zellweger Syndrome
11440,C06.689,Pancreatic Diseases
11441,C06.689.150,Congenital Hyperinsulinism
11442,C06.689.150.500,Nesidioblastosis
11443,C06.689.202,Cystic Fibrosis
11444,C06.689.276,Exocrine Pancreatic Insufficiency
11445,C06.689.500,Pancreatic Cyst
11446,C06.689.500.692,Pancreatic Pseudocyst
11447,C06.689.583,Pancreatic Fistula
11448,C06.689.667,Pancreatic Neoplasms
11449,C06.689.667.249,"Adenoma, Islet Cell"
11450,C06.689.667.249.500,Insulinoma
11451,C06.689.667.500,"Carcinoma, Islet Cell"
11452,C06.689.667.500.124,Gastrinoma
11453,C06.689.667.500.249,Glucagonoma
11454,C06.689.667.500.500,Somatostatinoma
11455,C06.689.667.500.750,Vipoma
11456,C06.689.667.625,"Carcinoma, Pancreatic Ductal"
11457,C06.689.667.812,Pancreatic Intraductal Neoplasms
11458,C06.689.750,Pancreatitis
11459,C06.689.750.650,"Pancreatitis, Acute Necrotizing"
11460,C06.689.750.660,"Pancreatitis, Alcoholic"
11461,C06.689.750.830,"Pancreatitis, Chronic"
11462,C06.689.750.860,"Pancreatitis, Graft"
11463,C06.844,Peritoneal Diseases
11464,C06.844.200,Chylous Ascites
11465,C06.844.400,Hemoperitoneum
11466,C06.844.460,Mesenteric Ischemia
11467,C06.844.520,Mesenteric Lymphadenitis
11468,C06.844.550,Mesenteric Vascular Occlusion
11469,C06.844.600,"Panniculitis, Peritoneal"
11470,C06.844.610,Peritoneal Fibrosis
11471,C06.844.620,Peritoneal Neoplasms
11472,C06.844.620.500,Mesenteric Cyst
11473,C06.844.640,Peritonitis
11474,C06.844.640.249,"Peritonitis, Tuberculous"
11475,C06.844.640.500,Subphrenic Abscess
11476,C06.844.670,Pneumoperitoneum
11477,C07,Stomatognathic Diseases
11478,C07.160,Ankyloglossia
11479,C07.320,Jaw Diseases
11480,C07.320.086,Bisphosphonate-Associated Osteonecrosis of the Jaw
11481,C07.320.173,Cherubism
11482,C07.320.391,"Granuloma, Giant Cell"
11483,C07.320.440,Jaw Abnormalities
11484,C07.320.440.185,Cleft Palate
11485,C07.320.440.457,Micrognathism
11486,C07.320.440.606,Pierre Robin Syndrome
11487,C07.320.440.655,Prognathism
11488,C07.320.440.827,Retrognathia
11489,C07.320.450,Jaw Cysts
11490,C07.320.450.640,Nonodontogenic Cysts
11491,C07.320.450.670,Odontogenic Cysts
11492,C07.320.450.670.130,Basal Cell Nevus Syndrome
11493,C07.320.450.670.275,Dentigerous Cyst
11494,C07.320.450.670.495,"Odontogenic Cyst, Calcifying"
11495,C07.320.450.670.513,Periodontal Cyst
11496,C07.320.450.670.513.811,Radicular Cyst
11497,C07.320.515,Jaw Neoplasms
11498,C07.320.515.583,Mandibular Neoplasms
11499,C07.320.515.601,Maxillary Neoplasms
11500,C07.320.515.692,Palatal Neoplasms
11501,C07.320.550,"Jaw, Edentulous"
11502,C07.320.550.450,"Jaw, Edentulous, Partially"
11503,C07.320.610,Mandibular Diseases
11504,C07.320.610.291,Craniomandibular Disorders
11505,C07.320.610.291.897,Temporomandibular Joint Disorders
11506,C07.320.610.291.897.897,Temporomandibular Joint Dysfunction Syndrome
11507,C07.320.610.583,Mandibular Neoplasms
11508,C07.320.610.655,Prognathism
11509,C07.320.610.827,Retrognathia
11510,C07.320.660,Maxillary Diseases
11511,C07.320.660.601,Maxillary Neoplasms
11512,C07.320.830,Periapical Diseases
11513,C07.320.830.700,Periapical Periodontitis
11514,C07.320.830.700.700,Periapical Abscess
11515,C07.320.830.700.740,Periapical Granuloma
11516,C07.320.830.820,Radicular Cyst
11517,C07.465,Mouth Diseases
11518,C07.465.075,Behcet Syndrome
11519,C07.465.094,Bell Palsy
11520,C07.465.114,Burning Mouth Syndrome
11521,C07.465.130,"Candidiasis, Oral"
11522,C07.465.227,Dry Socket
11523,C07.465.284,Facial Hemiatrophy
11524,C07.465.299,Facial Nerve Diseases
11525,C07.465.299.250,Bell Palsy
11526,C07.465.299.375,Facial Hemiatrophy
11527,C07.465.299.500,Facial Nerve Injuries
11528,C07.465.299.625,Facial Neuralgia
11529,C07.465.299.625.500,Trigeminal Nerve Diseases
11530,C07.465.299.625.500.349,Trigeminal Nerve Injuries
11531,C07.465.299.625.500.349.500,Lingual Nerve Injuries
11532,C07.465.299.625.500.700,Trigeminal Neuralgia
11533,C07.465.299.750,Herpes Zoster Oticus
11534,C07.465.299.800,Melkersson-Rosenthal Syndrome
11535,C07.465.299.825,Mobius Syndrome
11536,C07.465.327,Facial Paralysis
11537,C07.465.342,Focal Epithelial Hyperplasia
11538,C07.465.353,"Granulomatosis, Orofacial"
11539,C07.465.364,Hemifacial Spasm
11540,C07.465.385,"Leukoedema, Oral"
11541,C07.465.397,"Lichen Planus, Oral"
11542,C07.465.409,Lip Diseases
11543,C07.465.409.215,Cheilitis
11544,C07.465.409.225,Cleft Lip
11545,C07.465.409.466,Herpes Labialis
11546,C07.465.409.640,Lip Neoplasms
11547,C07.465.433,Ludwig's Angina
11548,C07.465.466,Melkersson-Rosenthal Syndrome
11549,C07.465.525,Mouth Abnormalities
11550,C07.465.525.164,Cleft Lip
11551,C07.465.525.185,Cleft Palate
11552,C07.465.525.304,"Fibromatosis, Gingival"
11553,C07.465.525.480,Macrostomia
11554,C07.465.525.520,Microstomia
11555,C07.465.525.955,Velopharyngeal Insufficiency
11556,C07.465.530,Mouth Neoplasms
11557,C07.465.530.402,Gingival Neoplasms
11558,C07.465.530.545,"Leukoplakia, Oral"
11559,C07.465.530.545.500,"Leukoplakia, Hairy"
11560,C07.465.530.550,Lip Neoplasms
11561,C07.465.530.692,Palatal Neoplasms
11562,C07.465.530.824,Salivary Gland Neoplasms
11563,C07.465.530.824.695,Parotid Neoplasms
11564,C07.465.530.824.882,Sublingual Gland Neoplasms
11565,C07.465.530.824.885,Submandibular Gland Neoplasms
11566,C07.465.530.925,Tongue Neoplasms
11567,C07.465.550,"Mouth, Edentulous"
11568,C07.465.550.425,"Jaw, Edentulous"
11569,C07.465.550.425.450,"Jaw, Edentulous, Partially"
11570,C07.465.584,Mucositis
11571,C07.465.604,Noma
11572,C07.465.614,Oral Fistula
11573,C07.465.614.187,Dental Fistula
11574,C07.465.614.421,Oroantral Fistula
11575,C07.465.614.655,Salivary Gland Fistula
11576,C07.465.625,Oral Hemorrhage
11577,C07.465.625.446,Gingival Hemorrhage
11578,C07.465.634,Oral Manifestations
11579,C07.465.654,Oral Submucous Fibrosis
11580,C07.465.672,Oral Ulcer
11581,C07.465.714,Periodontal Diseases
11582,C07.465.714.204,Furcation Defects
11583,C07.465.714.258,Gingival Diseases
11584,C07.465.714.258.250,Gingival Hemorrhage
11585,C07.465.714.258.409,Gingival Neoplasms
11586,C07.465.714.258.428,Gingival Overgrowth
11587,C07.465.714.258.428.200,"Fibromatosis, Gingival"
11588,C07.465.714.258.428.250,Gingival Hyperplasia
11589,C07.465.714.258.428.260,Gingival Hypertrophy
11590,C07.465.714.258.447,Gingival Recession
11591,C07.465.714.258.480,Gingivitis
11592,C07.465.714.258.480.360,Gingival Pocket
11593,C07.465.714.258.480.446,"Gingivitis, Necrotizing Ulcerative"
11594,C07.465.714.258.557,"Granuloma, Giant Cell"
11595,C07.465.714.258.771,Pericoronitis
11596,C07.465.714.282,Peri-Implantitis
11597,C07.465.714.306,Periapical Diseases
11598,C07.465.714.306.700,Periapical Periodontitis
11599,C07.465.714.306.700.700,Periapical Abscess
11600,C07.465.714.306.700.740,Periapical Granuloma
11601,C07.465.714.306.820,Radicular Cyst
11602,C07.465.714.354,Periodontal Atrophy
11603,C07.465.714.354.500,Alveolar Bone Loss
11604,C07.465.714.354.625,Gingival Recession
11605,C07.465.714.354.750,Periodontal Attachment Loss
11606,C07.465.714.470,Periodontal Cyst
11607,C07.465.714.533,Periodontitis
11608,C07.465.714.533.161,Aggressive Periodontitis
11609,C07.465.714.533.324,Chronic Periodontitis
11610,C07.465.714.533.487,Periapical Periodontitis
11611,C07.465.714.533.487.700,Periapical Abscess
11612,C07.465.714.533.487.740,Periapical Granuloma
11613,C07.465.714.533.650,Periodontal Abscess
11614,C07.465.714.533.750,Periodontal Pocket
11615,C07.465.714.804,Tooth Loss
11616,C07.465.714.836,Tooth Migration
11617,C07.465.714.836.535,Mesial Movement of Teeth
11618,C07.465.714.898,Tooth Mobility
11619,C07.465.780,Ranula
11620,C07.465.815,Salivary Gland Diseases
11621,C07.465.815.355,Mikulicz' Disease
11622,C07.465.815.470,Parotid Diseases
11623,C07.465.815.470.770,Parotid Neoplasms
11624,C07.465.815.470.800,Parotitis
11625,C07.465.815.470.800.630,Mumps
11626,C07.465.815.497,Salivary Calculi
11627,C07.465.815.497.325,Salivary Duct Calculi
11628,C07.465.815.497.500,Salivary Gland Calculi
11629,C07.465.815.655,Salivary Gland Fistula
11630,C07.465.815.718,Salivary Gland Neoplasms
11631,C07.465.815.718.589,Parotid Neoplasms
11632,C07.465.815.718.870,Sublingual Gland Neoplasms
11633,C07.465.815.718.885,Submandibular Gland Neoplasms
11634,C07.465.815.793,Sialadenitis
11635,C07.465.815.793.500,Parotitis
11636,C07.465.815.802,"Sialometaplasia, Necrotizing"
11637,C07.465.815.815,Sialorrhea
11638,C07.465.815.882,Submandibular Gland Diseases
11639,C07.465.815.882.500,Submandibular Gland Neoplasms
11640,C07.465.815.929,Xerostomia
11641,C07.465.815.929.669,Sjogren's Syndrome
11642,C07.465.864,Stomatitis
11643,C07.465.864.500,Stevens-Johnson Syndrome
11644,C07.465.864.750,"Stomatitis, Aphthous"
11645,C07.465.864.875,"Stomatitis, Denture"
11646,C07.465.864.937,"Stomatitis, Herpetic"
11647,C07.465.864.968,Vesicular Stomatitis
11648,C07.465.910,Tongue Diseases
11649,C07.465.910.280,Glossalgia
11650,C07.465.910.363,Glossitis
11651,C07.465.910.363.447,"Glossitis, Benign Migratory"
11652,C07.465.910.411,Glossoptosis
11653,C07.465.910.460,Macroglossia
11654,C07.465.910.470,Tongue Neoplasms
11655,C07.465.910.708,"Tongue, Fissured"
11656,C07.465.910.791,"Tongue, Hairy"
11657,C07.465.943,"Tuberculosis, Oral"
11658,C07.550,Pharyngeal Diseases
11659,C07.550.174,Lemierre Syndrome
11660,C07.550.350,Nasopharyngeal Diseases
11661,C07.550.350.650,Nasopharyngeal Neoplasms
11662,C07.550.350.650.500,Nasopharyngeal Carcinoma
11663,C07.550.350.700,Nasopharyngitis
11664,C07.550.745,Pharyngeal Neoplasms
11665,C07.550.745.436,Hypopharyngeal Neoplasms
11666,C07.550.745.650,Nasopharyngeal Neoplasms
11667,C07.550.745.650.500,Nasopharyngeal Carcinoma
11668,C07.550.745.671,Oropharyngeal Neoplasms
11669,C07.550.745.671.800,Tonsillar Neoplasms
11670,C07.550.781,Pharyngitis
11671,C07.550.781.500,Nasopharyngitis
11672,C07.550.781.625,Retropharyngeal Abscess
11673,C07.550.781.750,Tonsillitis
11674,C07.550.781.750.500,Peritonsillar Abscess
11675,C07.550.966,Velopharyngeal Insufficiency
11676,C07.650,Stomatognathic System Abnormalities
11677,C07.650.500,Maxillofacial Abnormalities
11678,C07.650.500.229,Dentofacial Deformities
11679,C07.650.500.460,Jaw Abnormalities
11680,C07.650.500.460.185,Cleft Palate
11681,C07.650.500.460.457,Micrognathism
11682,C07.650.500.460.606,Pierre Robin Syndrome
11683,C07.650.500.460.655,Prognathism
11684,C07.650.500.460.827,Retrognathia
11685,C07.650.525,Mouth Abnormalities
11686,C07.650.525.164,Cleft Lip
11687,C07.650.525.185,Cleft Palate
11688,C07.650.525.304,"Fibromatosis, Gingival"
11689,C07.650.525.480,Macrostomia
11690,C07.650.525.520,Microstomia
11691,C07.650.525.955,Velopharyngeal Insufficiency
11692,C07.650.800,Tooth Abnormalities
11693,C07.650.800.100,Anodontia
11694,C07.650.800.250,Dens in Dente
11695,C07.650.800.255,Dental Enamel Hypoplasia
11696,C07.650.800.255.500,Amelogenesis Imperfecta
11697,C07.650.800.260,Dentin Dysplasia
11698,C07.650.800.270,Dentinogenesis Imperfecta
11699,C07.650.800.320,Diastema
11700,C07.650.800.370,Fused Teeth
11701,C07.650.800.600,Odontodysplasia
11702,C07.650.800.850,"Tooth, Supernumerary"
11703,C07.678,Temporomandibular Joint Disorders
11704,C07.678.949,Temporomandibular Joint Dysfunction Syndrome
11705,C07.793,Tooth Diseases
11706,C07.793.099,Bruxism
11707,C07.793.099.500,Sleep Bruxism
11708,C07.793.208,Dental Deposits
11709,C07.793.208.250,Dental Calculus
11710,C07.793.208.377,Dental Plaque
11711,C07.793.208.688,Smear Layer
11712,C07.793.221,Dental Leakage
11713,C07.793.237,Dental Pulp Diseases
11714,C07.793.237.252,Dental Pulp Calcification
11715,C07.793.237.283,Dental Pulp Exposure
11716,C07.793.237.315,Dental Pulp Necrosis
11717,C07.793.237.378,"Dentin, Secondary"
11718,C07.793.237.820,Pulpitis
11719,C07.793.237.910,"Tooth, Nonvital"
11720,C07.793.266,Dentin Sensitivity
11721,C07.793.330,"Fluorosis, Dental"
11722,C07.793.348,"Focal Infection, Dental"
11723,C07.793.422,Hypercementosis
11724,C07.793.494,Malocclusion
11725,C07.793.494.293,"Dental Occlusion, Traumatic"
11726,C07.793.494.610,"Malocclusion, Angle Class I"
11727,C07.793.494.630,"Malocclusion, Angle Class II"
11728,C07.793.494.630.500,Overbite
11729,C07.793.494.650,"Malocclusion, Angle Class III"
11730,C07.793.494.825,Open Bite
11731,C07.793.597,"Mouth, Edentulous"
11732,C07.793.597.425,"Jaw, Edentulous"
11733,C07.793.597.425.450,"Jaw, Edentulous, Partially"
11734,C07.793.700,Tooth Abnormalities
11735,C07.793.700.100,Anodontia
11736,C07.793.700.250,Dens in Dente
11737,C07.793.700.255,Dental Enamel Hypoplasia
11738,C07.793.700.255.500,Amelogenesis Imperfecta
11739,C07.793.700.260,Dentin Dysplasia
11740,C07.793.700.270,Dentinogenesis Imperfecta
11741,C07.793.700.320,Diastema
11742,C07.793.700.370,Fused Teeth
11743,C07.793.700.600,Odontodysplasia
11744,C07.793.700.850,"Tooth, Supernumerary"
11745,C07.793.710,Tooth Ankylosis
11746,C07.793.720,Tooth Demineralization
11747,C07.793.720.210,Dental Caries
11748,C07.793.720.210.220,Dental Fissures
11749,C07.793.720.210.650,Root Caries
11750,C07.793.735,Tooth Discoloration
11751,C07.793.790,"Tooth Eruption, Ectopic"
11752,C07.793.818,Tooth Wear
11753,C07.793.818.124,Tooth Abrasion
11754,C07.793.818.249,Tooth Attrition
11755,C07.793.818.500,Tooth Erosion
11756,C07.793.850,Tooth Injuries
11757,C07.793.850.725,Tooth Avulsion
11758,C07.793.850.750,Tooth Fractures
11759,C07.793.850.750.300,Cracked Tooth Syndrome
11760,C07.793.870,Tooth Loss
11761,C07.793.901,Tooth Resorption
11762,C07.793.901.653,Root Resorption
11763,C07.793.905,"Tooth, Impacted"
11764,C07.793.915,"Tooth, Unerupted"
11765,C07.793.929,Toothache
11766,C08,Respiratory Tract Diseases
11767,C08.127,Bronchial Diseases
11768,C08.127.108,Asthma
11769,C08.127.108.054,"Asthma, Aspirin-Induced"
11770,C08.127.108.110,"Asthma, Exercise-Induced"
11771,C08.127.108.495,"Asthma, Occupational"
11772,C08.127.108.880,Status Asthmaticus
11773,C08.127.196,Bronchial Fistula
11774,C08.127.210,Bronchial Hyperreactivity
11775,C08.127.265,Bronchial Neoplasms
11776,C08.127.321,Bronchial Spasm
11777,C08.127.384,Bronchiectasis
11778,C08.127.384.500,Kartagener Syndrome
11779,C08.127.446,Bronchitis
11780,C08.127.446.135,Bronchiolitis
11781,C08.127.446.135.140,Bronchiolitis Obliterans
11782,C08.127.446.135.140.200,Cryptogenic Organizing Pneumonia
11783,C08.127.446.135.321,"Bronchiolitis, Viral"
11784,C08.127.446.567,"Bronchitis, Chronic"
11785,C08.127.480,Bronchogenic Cyst
11786,C08.127.509,Bronchopneumonia
11787,C08.127.719,Tracheobronchomalacia
11788,C08.127.719.500,Bronchomalacia
11789,C08.127.930,Tracheobronchomegaly
11790,C08.200,Ciliary Motility Disorders
11791,C08.200.531,Kartagener Syndrome
11792,C08.280,"Granuloma, Respiratory Tract"
11793,C08.280.400,"Granuloma, Laryngeal"
11794,C08.360,Laryngeal Diseases
11795,C08.360.232,"Granuloma, Laryngeal"
11796,C08.360.313,Laryngeal Edema
11797,C08.360.369,Laryngeal Neoplasms
11798,C08.360.424,Laryngeal Nerve Injuries
11799,C08.360.424.500,Recurrent Laryngeal Nerve Injuries
11800,C08.360.535,Laryngitis
11801,C08.360.535.365,Croup
11802,C08.360.549,Laryngocele
11803,C08.360.563,Laryngomalacia
11804,C08.360.577,Laryngopharyngeal Reflux
11805,C08.360.591,Laryngostenosis
11806,C08.360.840,Supraglottitis
11807,C08.360.860,"Tuberculosis, Laryngeal"
11808,C08.360.895,Vocal Cord Dysfunction
11809,C08.360.895.500,Laryngismus
11810,C08.360.931,Vocal Cord Paralysis
11811,C08.360.940,Voice Disorders
11812,C08.360.940.160,Aphonia
11813,C08.360.940.325,Dysphonia
11814,C08.360.940.490,Hoarseness
11815,C08.381,Lung Diseases
11816,C08.381.074,Acute Chest Syndrome
11817,C08.381.112,alpha 1-Antitrypsin Deficiency
11818,C08.381.150,"Cystic Adenomatoid Malformation of Lung, Congenita"
11820,C08.381.187,Cystic Fibrosis
11821,C08.381.348,Hemoptysis
11822,C08.381.385,Hepatopulmonary Syndrome
11823,C08.381.423,"Hypertension, Pulmonary"
11824,C08.381.423.300,Familial Primary Pulmonary Hypertension
11825,C08.381.423.694,Persistent Fetal Circulation Syndrome
11826,C08.381.450,Lung Abscess
11827,C08.381.472,"Lung Diseases, Fungal"
11828,C08.381.472.350,Blastomycosis
11829,C08.381.472.700,"Pneumonia, Pneumocystis"
11830,C08.381.472.850,Pulmonary Aspergillosis
11831,C08.381.472.850.500,"Aspergillosis, Allergic Bronchopulmonary"
11832,C08.381.472.850.750,Invasive Pulmonary Aspergillosis
11833,C08.381.483,"Lung Diseases, Interstitial"
11834,C08.381.483.125,"Alveolitis, Extrinsic Allergic"
11835,C08.381.483.125.125,Bird Fancier's Lung
11836,C08.381.483.125.365,Farmer's Lung
11837,C08.381.483.125.682,Silo Filler's Disease
11838,C08.381.483.125.841,Trichosporonosis
11839,C08.381.483.156,Anti-Glomerular Basement Membrane Disease
11840,C08.381.483.375,"Histiocytosis, Langerhans-Cell"
11841,C08.381.483.375.500,Eosinophilic Granuloma
11842,C08.381.483.487,Idiopathic Interstitial Pneumonias
11843,C08.381.483.487.249,Cryptogenic Organizing Pneumonia
11844,C08.381.483.487.500,Idiopathic Pulmonary Fibrosis
11845,C08.381.483.581,Pneumoconiosis
11846,C08.381.483.581.062,Anthracosis
11847,C08.381.483.581.062.500,Anthracosilicosis
11848,C08.381.483.581.125,Asbestosis
11849,C08.381.483.581.225,Berylliosis
11850,C08.381.483.581.275,Byssinosis
11851,C08.381.483.581.300,Caplan Syndrome
11852,C08.381.483.581.750,Siderosis
11853,C08.381.483.581.760,Silicosis
11854,C08.381.483.581.760.125,Anthracosilicosis
11855,C08.381.483.581.760.750,Silicotuberculosis
11856,C08.381.483.675,Radiation Pneumonitis
11857,C08.381.483.725,"Sarcoidosis, Pulmonary"
11858,C08.381.483.950,Granulomatosis with Polyangiitis
11859,C08.381.495,"Lung Diseases, Obstructive"
11860,C08.381.495.108,Asthma
11861,C08.381.495.146,Bronchitis
11862,C08.381.495.146.135,Bronchiolitis
11863,C08.381.495.146.135.140,Bronchiolitis Obliterans
11864,C08.381.495.146.135.140.200,Cryptogenic Organizing Pneumonia
11865,C08.381.495.146.135.321,"Bronchiolitis, Viral"
11866,C08.381.495.146.567,"Bronchitis, Chronic"
11867,C08.381.495.389,"Pulmonary Disease, Chronic Obstructive"
11868,C08.381.495.389.500,"Bronchitis, Chronic"
11869,C08.381.495.389.750,Pulmonary Emphysema
11870,C08.381.517,"Lung Diseases, Parasitic"
11871,C08.381.517.314,"Echinococcosis, Pulmonary"
11872,C08.381.520,Lung Injury
11873,C08.381.520.500,Acute Lung Injury
11874,C08.381.520.500.500,Transfusion-Related Acute Lung Injury
11875,C08.381.520.687,Meconium Aspiration Syndrome
11876,C08.381.520.702,Pneumoconiosis
11877,C08.381.520.702.062,Anthracosis
11878,C08.381.520.702.062.500,Anthracosilicosis
11879,C08.381.520.702.125,Asbestosis
11880,C08.381.520.702.225,Berylliosis
11881,C08.381.520.702.275,Byssinosis
11882,C08.381.520.702.300,Caplan Syndrome
11883,C08.381.520.702.750,Siderosis
11884,C08.381.520.702.760,Silicosis
11885,C08.381.520.702.760.125,Anthracosilicosis
11886,C08.381.520.702.760.750,Silicotuberculosis
11887,C08.381.520.734,Radiation Pneumonitis
11888,C08.381.520.750,Ventilator-Induced Lung Injury
11889,C08.381.520.750.500,Bronchopulmonary Dysplasia
11890,C08.381.540,Lung Neoplasms
11891,C08.381.540.140,"Carcinoma, Bronchogenic"
11892,C08.381.540.140.500,"Carcinoma, Non-Small-Cell Lung"
11893,C08.381.540.140.750,Small Cell Lung Carcinoma
11894,C08.381.540.148,Multiple Pulmonary Nodules
11895,C08.381.540.734,Pancoast Syndrome
11896,C08.381.540.867,Pulmonary Sclerosing Hemangioma
