ncRNA Symbol,ncRNA Category,Species,Disease Name,Sample,Dysfunction Pattern,Validated Method,Description,Clinical Application,Causality,Causal Description,PubMed ID
circPTK2,CircRNA,Homo sapiens,Glioblastoma,paired cancer and non-cancer tissues from glioblastoma patients,Interaction(miR-23a Maturation),qRT-PCR//Transwell Assay,"We found that circPTK2 was downregulated in GBM and was inversely correlated with mature miR-23a, but not premature miR-23a. GBM cells transfected with circPTK2 expression vector showed significantly downregulated mature miR-23a, but not premature miR-23a. Transwell assay analysis showed that circPTK2 overexpression decreased cell invasion and migration, while miR-23a increased cell invasion and migration. Moreover, miR-23a overexpression reversed the inhibitory effects of circPTK2 overexpression on cell behaviors.",,Yes,"Transwell assay analysis showed that circPTK2 overexpression decreased cell invasion and migration, while miR-23a increased cell invasion and migration. Moreover, miR-23a overexpression reversed the inhibitory effects of circPTK2 overexpression on cell behaviors.",34456566
circCCT3,CircRNA,Homo sapiens,Pancreatic Neoplasms,PC tissues,Interaction( VEGFA/VEGFR2 Signaling),In Vivo Experiment//Wound Healing Assay//CCK8//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Bioinformatics Analysis,"CircCCT3 expression was significantly increased in PC tissues (3.41 ± 0.57 vs. 1.00 ± 0.10, P < .01) and cell lines (Patu8988 2.57 ± 0.20; SW1990 2.88 ± 0.10; BxPC-3 2.45 ± 0.20; Panc02 2.99 ± 0.10 vs. H6c7 1.00 ± 0.10; all P < .001). CircCCT3 expression was negatively correlated with miR-613 expression. The CircCCT3 acted as a sponge for the miR-613 to facilitate VEGFA and VEGFR2 expression. ", PC patients with high CircCCT3 expression exhibited significantly poorer overall survival rate than those patients with low CircCCT3 expression (P = .013). ,Yes," Moreover, it was found that CircCCT3 promoted cell proliferation, migration, and invasion, and inhibited cell apoptosis in PC cells. si-CirCCT3 also inhibited tumor growth of PC in nude mice.",34274912
NCK1-DT,LncRNA,Homo sapiens,Melanoma,melanoma cell lines,Interaction(miR-526b-5p/ADAM15 axis),In Vivo Experiment//RNA Pull-Down//Transfection//Wound Healing Assay//Migration Assay//CCK8//qRT-PCR//FISH//RIP//Luciferase Report Assay//Colony Formation Assay//EdU Staining//Transwell Assay,"NCK1-AS1 was overexpressed in melanoma cell lines and NCK1-AS1 knockdown hampers the proliferation and migration of melanoma cells. Besides, miR-526b-5p binds to NCK1-AS1 in melanoma and ADAM15 was validated as its downstream target. Further, the inhibitory effects of NCK1-AS1 knockdown on cell proliferation and migration in melanoma were reversed by the depletion of miR-526b-5p and further counteracted by ADAM15 knockdown. The growth of melanoma tumors was hindered by the down-regulation of NCK1-AS1 or up-regulation of miR-526b-5p.",,Yes,"NCK1-AS1 was overexpressed in melanoma cell lines and NCK1-AS1 knockdown hampers the proliferation and migration of melanoma cells. Besides, miR-526b-5p binds to NCK1-AS1 in melanoma and ADAM15 was validated as its downstream target. Further, the inhibitory effects of NCK1-AS1 knockdown on cell proliferation and migration in melanoma were reversed by the depletion of miR-526b-5p and further counteracted by ADAM15 knockdown. ",34247598
MEG3,LncRNA,Homo sapiens,Breast Neoplasms,cell lines,Expression[highly expressed],qRT-PCR//Wound Healing Assay//IF,"Interestingly, using a panel of seven different breast cancer cell lines, the present study revealed that MEG3 is highly expressed in the triple negative metastatic human Hs578T breast cancer cell line, which is refractory to different therapeutic approaches.",,Yes,"The results demonstrated that MEG3 deletion increased cell proliferation, anchorage-independent cell growth and cell motility, which was consistent with its well-known tumor suppressor function.",31788068
circNUP98,CircRNA,Homo sapiens,Glioblastoma,58 GB tissue samples ,Interaction( miR-519a-3p),In Vivo Experiment//RNA Pull-Down//qRT-PCR//Luciferase Report Assay//BrdU," Heatmap analysis showed that circNUP98 and pre-mature miR-519a-3p were upregulated in GB, while mature miR-519a-3p was downregulated in GB. Across the cancer tissues, circNUP98 was inversely correlated with mature miR-519a-3p, but positively correlated with pre-mature miR-519a-3p.CircNUP98 suppresses the maturation of miR-519a-3p to promote GB cell proliferation.",,Yes,"BrdU and cholecystokinin octapeptide (CCK-8) assays illustrated that overexpression of circNUP98 reduced the inhibitory effects of miR-519a-3p on cell proliferation.CircNUP98 contributed to larger tumors, which resulted in significantly reduced mice survival.",34867700
NR2F2-AS1,LncRNA,Homo sapiens,Pancreatic Neoplasms,cell lines,Interaction[regulates CDK4],Cell Cycle Assay//qPCR//Western Blot,"We showed that NR2F2-AS1 was upregulated in PC and positively correlated with CDK4.. In addition, CDK4 overexpression reduced the effects of NR2F2-AS1 siRNA silencing. Therefore, NR2F2-AS1 positively regulates CDK4 to promote cancer cell proliferation in PC.",Follow-up study revealed that high levels of NR2F2-AS1 and CDK4 in PC tissues were closely correlated with the poor survival of PC patients.,Yes," Cell proliferation data showed that NR2F2-AS1 overexpression led to increased, while NR2F2-AS1 siRNA silencing led to proliferation rate of PC cells.",31566058
MGC27382,LncRNA,Homo sapiens,"Carcinoma, Non-Small-Cell Lung", NSCLC tissues and cells,Regulation( AKT/GSK3β pathway),Western Blot//Wound Healing Assay//qRT-PCR//Cell Cycle Assay//Transwell Assay,"We detected that DElncRNA MGC27382 is down-regulated in NSCLC tissues and cells. Further studies demonstrated that MGC27382-mediated inhibition on NSCLC progression can be impaired by LY294002, which is a frequently used inhibitor of AKT/GSK3β pathway.",,Yes,"Overexpression of MGC27382 prevented NSCLC cell proliferation via down-regulating cyclin D1 and cyclin E. Moreover, wound healing and transwell assays indicated that the ability of cell invasion and migration could be impaired when cells were treated with MGC27382 overexpression. ",34224057
MYCNOS,LncRNA,Homo sapiens,"Carcinoma, Hepatocellular",HCC tissues and cell lines,Interaction[ regulating miR-340],RNA Pull-Down//ChIP//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//FISH//Flow Cytometry//Luciferase Report Assay//Colony Formation Assay//Transwell Assay,"In the present study, MYCNOS was up-regulated in both HCC tissues and cell lines, and elevated MYCNOS expression was correlated to shorter survival time of HCC patients.In addition, MYCNOS acted as a negative regulator of miR-340 in HCC cells, and all effects of MYCNOS knockdown were abrogated by further miR-340 inhibition. We also discovered that oncogene phosphatidylinositol-3, 4, 5-trisphosphate-dependent Rac exchange factor 2 (PREX2) was a downstream target of miR-340, and PREX2 expression was positively correlated to that of MYCNOS in HCC tissues. In conclusion, our findings demonstrated that MYCNOS knockdown inhibited HCC progression through regulating miR-340.","In the present study, MYCNOS was up-regulated in both HCC tissues and cell lines, and elevated MYCNOS expression was correlated to shorter survival time of HCC patients.",Yes,"MYCNOS knockdown significantly inhibited proliferation in HCC cells in vitro accompanied by exacerbated cell apoptosis; it also suppressed tumor growth in mouse model in vivo. Besides, the migration and invasion of HCC cells were remarkably inhibited after MYCNOS knockdown. ",31776854
NR2F2-AS1,LncRNA,Homo sapiens,Nasopharyngeal carcinoma,NPC tissues,Interaction[PTEN],Cell Proliferation Assay//qRT-PCR//Cell Apoptosis Assay//Western Blot,"The results demonstrated that NR2F2-AS1 and PTEN expression levels were significantly higher (Fig. 1A) and lower (Fig. 1B), respectively, in NPC tissues compared with non-tumor tissues (P<0.05). In conclusion, NR2F2-AS1 downregulation decreased proliferation and increased apoptosis of NPC cells via upregulation of PTEN.","Furthermore, upregulated NR2F2-AS1 expression levels and downregulated PTEN expression levels in NPC tissues predicted less favorable survival outcomes in patients with NPC. ",Yes,"In addition, NR2F2-AS1 silencing and PTEN overexpression resulted in decreased proliferation and an increase in the apoptotic rate of NPC cells. ",31966043
MEG3,LncRNA,Homo sapiens,Stomach Neoplasms,"GC tissues and cell lines (MKN74, MKN45, SGC7901, AGS)",Interaction [MEG3/miR-21 axis ],Western Blot//Migration Assay//CCK8//qRT-PCR//Luciferase Report Assay//Invasion Assay,"Our data showed that down-regulated MEG3 was observed in GC tissues and cell lines (MKN74, MKN45, SGC7901, AGS).Besides that, the targeting relationship between MEG3 and miR-21 was firstly revealed by bioinformatics prediction.  In summary, our study revealed the regulating role of MEG3/miR-21 axis in GC progression and provided a new potential therapeutic strategy for GC treatment.",,Yes,"Overexpressed MEG3 by pcDNA3.1-MEG3 transfection suppressed cell proliferation, migration and invasion of GC cells remarkably.Finally, the mice tumor model experiments showed that overexpressed MEG3 could also inhibit tumor growth and metastasis in vivo through inhibiting miR-21 expression.",29710493
hsa_circ_0007142,CircRNA,Homo sapiens,Adenocarcinoma of Lung,lung adenocarcinoma tissues,regulation[Circ_0007142/miR-186/FOXK1 axis],Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Colony Formation Assay," And circ_0007142 expression was the most upregulated in five lung adenocarcinoma tissues.Altogether, our study suggests Circ_0007142/miR-186/FOXK1 axis may play as an important role in progression of lung adenocarcinoma, which provided a novel potential mechanism about this disease.",,Yes,"In addition, knockdown of circ_0007142 inhibited proliferation, migration, invasion and induced apoptosis of lung adenocarcinoma cells. ",32913545
NR2F2-AS1,LncRNA,Homo sapiens,Uterine Cervical Neoplasms,cervical cancer tissues and cells,regulation[miR-4429/MBD1 axis ],RNA Pull-Down//Western Blot//CCK8//qRT-PCR//Flow Cytometry//RIP//Luciferase Report Assay//Colony Formation Assay//Transwell Assay," In the present study, our results revealed that NR2F2-AS1 expression was up-regulated in cervical cancer tissues and cells, notably in patients with advanced cervical cancer.To sum up, these results suggested the potential mechanism of NR2F2-AS1 in cervical cancer and revealed that NR2F2-AS1 exerted its carcinogenic effect via regulating miR-4429/MBD1 axis, indicating a promising insight into the therapeutic target of cervical cancer.",,Yes,"NR2F2-AS1 accelerated progression of cervical cancer by facilitating cell proliferation, migration, invasion, and EMT process, but inhibiting cell apoptosis.",32469064
MYCNUT,LncRNA,Homo sapiens,Breast Neoplasms,breast cancer tissues,Expression[highly expressed],qRT-PCR," The data showed the significant up-regulation of lncUSMycN in tumor tissues compared to non-tumor specimens (95% CI, p = 0.002). ",,Yes," Furthermore, lncUSMycN knockdown induced apoptosis and suppressed cellular migration in breast cancer cells (p < 0.01).",31102367
NR2F2-AS1,LncRNA,Homo sapiens,Osteosarcoma, OS tissues and cell lines,Interaction(miR-425-5p-mediated HMGB2),Western Blot//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//BrdU//Transwell Assay," In comparison to adjacent non-tumor tissues, OS tissues showed upregulated NR2F2-AS1 expression. . Mechanistically, NR2F2-AS1 hampered miR-425-5p expression as its competitive endogenous RNA (ceRNA).  Thus, NR2F2-AS1 facilitated the HMGB2 expression. However, miR-425-5p inhibited HMGB2 expression by targeting the latter.",Higher NR2F2-AS1 level was predominantly correlated with worse clinical stages. ,Yes," In vivo and in vitro tests corroborated that NR2F2-AS1 overexpression spurred OS cell proliferation, growth, invasion, and choked apoptosis.",36269529
circMELK,CircRNA,Homo sapiens,Glioblastoma,GBM tissues,Interaction(miR-593/EphB2 axis),Western Blot//Migration Assay//qRT-PCR//FISH//RIP//Invasion Assay,"We demonstrated that circMELK was upregulated in GBM, acting as an oncogene and regulating GBM mesenchymal transition and GSC maintenance via sponging of miR-593. We have proved that circMELK functions as a sponge for tumor suppressor microRNA-593 (miR-593) by RNA immunoprecipitation and circRNA precipitation assays, which targets the oncogenic gene Eph receptor B2 (EphB2). Dual-luciferase reporter assays were adopted to estimate the interactions between miR-593 and circMELK or EphB2. ",,Yes,"We have proved that circMELK functions as a sponge for tumor suppressor microRNA-593 (miR-593) by RNA immunoprecipitation and circRNA precipitation assays, which targets the oncogenic gene Eph receptor B2 (EphB2). ",34168916
hsa_circ_0000284,CircRNA,Homo sapiens,Pancreatic Neoplasms,PC tissues and cells,Interaction( miR-1179/RHPN2 axis),In Vivo Experiment//RNA Pull-Down//Western Blot//Transfection//Tube Formation Assay//Flow Cytometry//qRT-PCR//Luciferase Report Assay//EdU Staining//Transwell Assay,"Circ_0000284 was significantly upregulated in PC tissues and cells, and its knockdown inhibited PC cell proliferation, migration, invasion, and angiogenesis while promoting apoptosis.To sum up, our data confirmed that circ_0000284 facilitated PC malignant progression depending on the regulation of miR-1179/RHPN2 axis, suggesting that circ_0000284 might be a potential target for PC treatment.",,Yes,"Circ_0000284 was significantly upregulated in PC tissues and cells, and its knockdown inhibited PC cell proliferation, migration, invasion, and angiogenesis while promoting apoptosis.",36536496
NBR2,LncRNA,Homo sapiens,Colorectal Neoplasms,CRC tissues,Interaction[downregulating miRNA-21],CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay," We found that NBR2 was downregulated in colorectal cancer tissues than in adjacent healthy tissues.NBR2 overexpression downregulated miRNA-21 in colorectal cancer cells, while miRNA-21 overexpression failed to significantly affect NBR2 expression.NBR2 overexpression suppressed migration and invasion of colorectal cancer cells. MiRNA-21 overexpression played an opposite role and attenuated the effects of NBR2 overexpression.",,Yes,NBR2 overexpression suppressed migration and invasion of colorectal cancer cells. ,31571148
circPDK1,CircRNA,Homo sapiens,Pancreatic Neoplasms,PC tumor tissues and serum exosomes ,Interaction(miR-628-3p/BPTF/c-myc axis),In Vivo Experiment//RNA Pull-Down//ChIP//Western Blot//ISH//Transfection//Migration Assay//FISH//qRT-PCR//IF//RIP//Luciferase Report Assay//Cell Proliferation Assay//IP//IHC//Transwell Assay,"CircPDK1 was highly abundant in PC tumor tissues and serum exosomes and was associated with poor survival.Mechanistically, circPDK1 could be activated by HIF1A at the transcriptional level and sponges miR-628-3p to activate the BPTF/c-myc axis. ",CircPDK1 was highly abundant in PC tumor tissues and serum exosomes and was associated with poor survival.,Yes," Exosomal circPDK1 significantly promoted PC cell proliferation, migration, and glycolysis both in vitro and in vivo. ",36068586
